 	Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
2305 	9/25/2009 	Fame 	$18,000,000 	$22,455,510 	$80,227,619
2306 	12/4/1985 	Young Sherlock Holmes 	$18,000,000 	$19,739,000 	$19,739,000
2307 	11/5/2010 	127 Hours 	$18,000,000 	$18,335,230 	$60,217,171
2308 	5/19/2000 	Small Time Crooks 	$18,000,000 	$17,266,359 	$29,934,477
2309 	5/12/2000 	Center Stage 	$18,000,000 	$17,200,925 	$21,361,109
2310 	2/6/2004 	Catch That Kid 	$18,000,000 	$16,703,800 	$16,959,615
2311 	8/16/2013 	Jobs 	$18,000,000 	$16,131,410 	$26,131,410
2312 	10/26/2001 	Life as a House 	$18,000,000 	$15,652,638 	$23,889,159
2313 	1/8/2010 	Youth in Revolt 	$18,000,000 	$15,285,588 	$19,685,588
2314 	7/10/2009 	I Love You, Beth Cooper 	$18,000,000 	$14,800,726 	$16,382,539
2315 	7/24/1981 	Blow Out 	$18,000,000 	$13,747,234 	$13,747,234
2316 	3/30/2001 	Tailor of Panama 	$18,000,000 	$13,491,654 	$27,491,654
2317 	5/22/1981 	The Legend of the Lone Ranger 	$18,000,000 	$13,400,000 	$13,400,000
2318 	1/31/2014 	Labor Day 	$18,000,000 	$13,371,528 	$13,371,528
2319 	8/30/2013 	Getaway 	$18,000,000 	$10,501,938 	$11,813,989
2320 	9/26/1997 	The Ice Storm 	$18,000,000 	$8,038,061 	$16,011,975
2321 	10/15/2004 	Being Julia 	$18,000,000 	$7,739,049 	$14,488,705
2322 	3/22/1989 	Troop Beverly Hills 	$18,000,000 	$7,190,505 	$7,190,505
2323 	2/21/1986 	Nine 1/2 Weeks 	$18,000,000 	$6,734,844 	$6,734,844
2324 	1/15/2010 	The Last Station 	$18,000,000 	$6,617,867 	$15,696,146
2325 	6/26/1981 	Dragonslayer 	$18,000,000 	$6,000,000 	$6,000,000
2326 	9/30/1994 	Ed Wood 	$18,000,000 	$5,828,466 	$5,828,466
2327 	10/8/2008 	RocknRolla 	$18,000,000 	$5,700,626 	$27,794,339
2328 	6/25/1982 	Megaforce 	$18,000,000 	$5,675,599 	$5,675,599
2329 	8/20/2010 	Mao's Last Dancer 	$18,000,000 	$4,806,750 	$12,949,849
2330 	12/25/1996 	Hamlet 	$18,000,000 	$4,501,094 	$7,129,670
2331 	4/11/2014 	The Railway Man 	$18,000,000 	$4,438,438 	$23,910,210
2332 	12/29/1995 	Restoration 	$18,000,000 	$4,100,000 	$4,100,000
2333 	9/27/2013 	Metallica Through the Never 	$18,000,000 	$3,422,409 	$9,085,348
2334 	9/19/2003 	Anything Else 	$18,000,000 	$3,203,044 	$13,203,044
2335 	2/23/1996 	Unforgettable 	$18,000,000 	$2,483,790 	$2,483,790
2336 	12/30/2009 	Das Weisse Band: Eine deutsche Kindergeschichte 	$18,000,000 	$2,222,862 	$25,727,044
2337 	3/1/2013 	Phantom 	$18,000,000 	$1,034,589 	$1,050,411
2338 	4/26/2002 	The Salton Sea 	$18,000,000 	$676,698 	$676,698
2339 	4/24/2009 	The Informers 	$18,000,000 	$315,000 	$315,000
2340 	9/24/1999 	One Man's Hero 	$18,000,000 	$229,311 	$229,311
2341 	10/15/2010 	Carlos 	$18,000,000 	$145,526 	$145,526
2342 	9/22/2006 	Renaissance 	$18,000,000 	$70,644 	$2,401,413
2343 	12/31/2008 	I Come with the Rain 	$18,000,000 	$0 	$627,422
2344 	8/22/2014 	The Prince 	$18,000,000 	$0 	$0
2345 	11/14/2014 	Wolves 	$18,000,000 	$0 	$0
2346 	4/8/2008 	Day of the Dead 	$18,000,000 	$0 	$0
2347 	6/28/1985 	Red Sonja 	$17,900,000 	$6,905,861 	$6,905,861
2348 	7/13/2012 	Red Lights 	$17,700,000 	$49,521 	$14,518,884
2349 	8/17/2007 	Superbad 	$17,500,000 	$121,463,226 	$169,955,142
2350 	2/20/2009 	Madea Goes To Jail 	$17,500,000 	$90,508,336 	$90,508,336
2351 	2/14/2008 	Step Up 2 the Streets 	$17,500,000 	$58,017,784 	$148,586,911
2352 	12/16/2005 	Hoodwinked 	$17,500,000 	$51,386,611 	$109,843,390
2353 	11/21/2007 	Hitman 	$17,500,000 	$39,687,696 	$99,135,573
2354 	12/22/2004 	Hotel Rwanda 	$17,500,000 	$23,519,128 	$36,521,223
2355 	11/27/2013 	Black Nativity 	$17,500,000 	$7,018,188 	$7,285,135
2356 	4/25/2003 	City of Ghosts 	$17,500,000 	$325,491 	$325,491
2357 	8/10/2001 	The Others 	$17,000,000 	$96,522,688 	$207,765,057
2358 	7/18/1986 	Aliens 	$17,000,000 	$85,160,248 	$183,316,455
2359 	8/13/2014 	Let’s Be Cops 	$17,000,000 	$82,390,776 	$136,890,776
2360 	10/17/1997 	I Know What You Did Last Summer 	$17,000,000 	$72,250,091 	$125,250,091
2361 	10/22/1964 	My Fair Lady 	$17,000,000 	$72,000,000 	$72,000,000
2362 	10/22/2004 	Sideways 	$17,000,000 	$71,502,304 	$109,793,193
2363 	11/15/2013 	The Best Man Holiday 	$17,000,000 	$70,525,195 	$71,625,195
2364 	2/13/2009 	Friday the 13th 	$17,000,000 	$65,002,020 	$92,670,238
2365 	9/28/2012 	Pitch Perfect 	$17,000,000 	$65,001,093 	$115,350,426
2366 	8/5/1998 	Halloween: H2O 	$17,000,000 	$55,041,738 	$55,041,738
2367 	4/5/2013 	Evil Dead 	$17,000,000 	$54,239,856 	$97,778,356
2368 	8/27/2004 	Jet Li's Hero 	$17,000,000 	$53,652,140 	$177,535,958
2369 	10/29/2010 	Saw 3D 	$17,000,000 	$45,710,178 	$133,735,284
2370 	3/10/2006 	The Hills Have Eyes 	$17,000,000 	$41,778,864 	$70,355,814
2371 	3/1/2002 	40 Days and 40 Nights 	$17,000,000 	$37,939,784 	$95,092,669
2372 	10/10/2003 	Good Boy! 	$17,000,000 	$37,667,746 	$45,312,217
2373 	1/26/2007 	Smokin' Aces 	$17,000,000 	$35,662,732 	$57,263,441
2374 	10/2/1998 	A Night at the Roxbury 	$17,000,000 	$30,331,165 	$30,331,165
2375 	3/4/2011 	Beastly 	$17,000,000 	$27,865,572 	$38,028,231
2376 	3/5/2010 	Brooklyn's Finest 	$17,000,000 	$27,163,593 	$39,233,233
2377 	7/9/1982 	Tron 	$17,000,000 	$26,918,576 	$26,918,576
2378 	8/20/2010 	Lottery Ticket 	$17,000,000 	$24,719,880 	$24,719,880
2379 	9/5/2003 	Dickie Roberts: Former Child Star 	$17,000,000 	$22,734,486 	$23,734,486
2380 	3/31/2006 	ATL 	$17,000,000 	$21,170,564 	$21,170,564
2381 	8/24/2001 	Summer Catch 	$17,000,000 	$19,693,892 	$19,693,892
2382 	12/11/1998 	A Simple Plan 	$17,000,000 	$16,316,273 	$16,316,273
2383 	3/24/2006 	Larry the Cable Guy: Health Inspector 	$17,000,000 	$15,680,100 	$15,680,100
2384 	11/27/2002 	Wes Craven Presents: They 	$17,000,000 	$12,840,842 	$16,140,842
2385 	10/1/1999 	The Adventures of Elmo in Grouchland 	$17,000,000 	$11,634,458 	$11,634,458
2386 	7/24/1987 	Superman IV: The Quest for Peace 	$17,000,000 	$11,227,824 	$11,227,824
2387 	1/1/1963 	55 Days at Peking 	$17,000,000 	$10,000,000 	$10,000,000
2388 	6/5/2009 	My Life in Ruins 	$17,000,000 	$8,665,206 	$20,465,206
2389 	4/21/2006 	American Dreamz 	$17,000,000 	$7,314,027 	$16,510,971
2390 	1/25/2008 	How She Move 	$17,000,000 	$7,070,641 	$8,607,815
2391 	2/24/2006 	Running Scared 	$17,000,000 	$6,855,137 	$8,345,277
2392 	8/24/2012 	The Apparition 	$17,000,000 	$4,936,819 	$6,909,667
2393 	4/30/2004 	Bobby Jones: Stroke of Genius 	$17,000,000 	$2,694,071 	$2,694,071
2394 	8/29/1986 	Shanghai Surprise 	$17,000,000 	$2,315,000 	$2,315,000
2395 	12/25/2010 	L'illusionniste 	$17,000,000 	$2,231,474 	$5,631,474
2396 	1/1/1981 	Roar 	$17,000,000 	$2,000,000 	$2,000,000
2397 	10/17/2003 	Veronica Guerin 	$17,000,000 	$1,569,918 	$9,438,074
2398 	11/14/2007 	Southland Tales 	$17,000,000 	$275,380 	$364,607
2399 	6/23/2009 	Chasseurs de dragons 	$17,000,000 	$0 	$13,446,115
2400 	10/21/1977 	Damnation Alley 	$17,000,000 	$0 	$0
2401 	1/16/2015 	Escobar: Paradise Lost 	$17,000,000 	$0 	$0
2402 	11/10/2006 	FUR: An Imaginary Portrait of Diane Arbus 	$16,800,000 	$223,202 	$2,281,089
2403 	12/11/1987 	Wall Street 	$16,500,000 	$43,848,100 	$43,848,100
2404 	12/11/1995 	Sense and Sensibility 	$16,500,000 	$42,993,774 	$134,993,774
2405 	8/18/2006 	The Illusionist 	$16,500,000 	$39,868,642 	$83,792,062
2406 	8/3/2007 	Becoming Jane 	$16,500,000 	$18,663,912 	$39,380,877
2407 	12/19/2003 	House of Sand and Fog 	$16,500,000 	$13,005,486 	$16,157,924
2408 	9/21/2007 	Sydney White 	$16,500,000 	$11,892,415 	$13,636,339
2409 	12/31/2007 	Arn - Tempelriddaren 	$16,500,000 	$0 	$14,900,000
2410 	6/2/1989 	Dead Poets' Society 	$16,400,000 	$95,860,116 	$239,500,000
2411 	12/16/1994 	Dumb & Dumber 	$16,000,000 	$127,175,374 	$246,400,000
2412 	7/14/1989 	When Harry Met Sally… 	$16,000,000 	$92,823,546 	$92,823,546
2413 	5/19/2000 	Road Trip 	$16,000,000 	$68,525,609 	$119,739,110
2414 	12/8/1982 	The Verdict 	$16,000,000 	$53,977,250 	$53,977,250
2415 	1/15/1999 	Varsity Blues 	$16,000,000 	$52,894,169 	$54,294,169
2416 	5/25/2012 	Moonrise Kingdom 	$16,000,000 	$45,512,466 	$67,503,425
2417 	11/25/2011 	The Artist 	$16,000,000 	$44,667,096 	$128,256,713
2418 	1/9/2009 	The Unborn 	$16,000,000 	$42,670,410 	$78,208,812
2419 	8/2/2002 	The Master of Disguise 	$16,000,000 	$40,363,530 	$40,363,530
2420 	10/6/2006 	The Texas Chainsaw Massacre: The Beginning 	$16,000,000 	$39,517,764 	$50,517,764
2421 	12/29/2006 	El Laberinto del Fauno 	$16,000,000 	$37,634,616 	$87,041,570
2422 	2/4/2011 	The Roommate 	$16,000,000 	$37,300,108 	$52,545,708
2423 	2/2/2007 	The Messengers 	$16,000,000 	$35,374,833 	$53,774,833
2424 	3/2/2001 	See Spot Run 	$16,000,000 	$33,357,476 	$43,057,552
2425 	8/9/1991 	Double Impact 	$16,000,000 	$29,090,445 	$29,090,445
2426 	6/27/2001 	Baby Boy 	$16,000,000 	$28,734,552 	$28,734,552
2427 	4/11/2001 	Joe Dirt 	$16,000,000 	$27,087,696 	$30,987,696
2428 	9/12/2008 	The Women 	$16,000,000 	$26,902,076 	$50,103,809
2429 	4/20/2007 	Hot Fuzz 	$16,000,000 	$23,618,786 	$81,742,618
2430 	8/15/2008 	Vicky Cristina Barcelona 	$16,000,000 	$23,216,709 	$104,504,817
2431 	6/16/2000 	Boys and Girls 	$16,000,000 	$21,799,652 	$21,799,652
2432 	11/18/1994 	Léon 	$16,000,000 	$19,284,974 	$45,284,974
2433 	3/12/2010 	Remember Me 	$16,000,000 	$19,068,240 	$56,506,120
2434 	10/11/2002 	White Oleander 	$16,000,000 	$16,357,770 	$21,657,770
2435 	9/18/2009 	Jennifer's Body 	$16,000,000 	$16,204,794 	$31,943,402
2436 	3/3/2000 	Drowning Mona 	$16,000,000 	$15,427,192 	$15,980,376
2437 	1/30/1987 	Radio Days 	$16,000,000 	$14,792,779 	$14,792,779
2438 	7/18/2003 	How to Deal 	$16,000,000 	$14,108,518 	$14,108,518
2439 	10/3/2014 	Left Behind 	$16,000,000 	$14,019,924 	$14,019,924
2440 	5/28/2004 	Soul Plane 	$16,000,000 	$13,922,212 	$14,553,808
2441 	12/9/1988 	My Stepmother Is an Alien 	$16,000,000 	$13,854,000 	$13,854,000
2442 	6/29/2012 	People Like Us 	$16,000,000 	$12,431,792 	$12,431,792
2443 	5/28/1999 	The Thirteenth Floor 	$16,000,000 	$11,810,854 	$11,810,854
2444 	9/3/2004 	The Cookout 	$16,000,000 	$11,540,112 	$11,540,112
2445 	1/1/1979 	Meteor 	$16,000,000 	$8,400,000 	$8,400,000
2446 	3/7/1986 	Highlander 	$16,000,000 	$5,900,000 	$12,900,000
2447 	5/3/2002 	Hollywood Ending 	$16,000,000 	$4,839,383 	$14,839,383
2448 	9/15/2000 	Duets 	$16,000,000 	$4,734,235 	$4,734,235
2449 	8/13/1999 	Detroit Rock City 	$16,000,000 	$4,217,115 	$4,217,115
2450 	10/19/2007 	Things We Lost in the Fire 	$16,000,000 	$3,287,315 	$8,120,148
2451 	11/14/2014 	The Homesman 	$16,000,000 	$2,428,883 	$2,428,883
2452 	4/5/2013 	Trance 	$16,000,000 	$2,322,593 	$22,594,052
2453 	8/15/1997 	Steel 	$16,000,000 	$1,686,429 	$1,686,429
2454 	12/21/2005 	The White Countess 	$16,000,000 	$1,669,971 	$2,814,566
2455 	12/31/2008 	Bienvenue chez les Ch'tis 	$16,000,000 	$1,477,650 	$247,474,497
2456 	9/24/2010 	Enter the Void 	$16,000,000 	$337,997 	$337,997
2457 	12/31/2008 	Good 	$16,000,000 	$31,631 	$31,631
2458 	11/2/2012 	Vamps 	$16,000,000 	$3,361 	$3,361
2459 	3/9/2010 	Hachiko: A Dog's Story 	$16,000,000 	$0 	$47,707,417
2460 	12/31/1998 	Trance 	$16,000,000 	$0 	$0
2461 	1/1/1972 	High Plains Drifter 	$15,700,000 	$15,700,000 	$15,700,000
2462 	6/21/2002 	Juwanna Mann 	$15,600,000 	$13,571,818 	$13,771,818
2463 	6/8/2007 	La Môme 	$15,500,000 	$10,299,782 	$86,339,907
2464 	11/15/2002 	Ararat 	$15,500,000 	$1,693,000 	$1,693,000
2465 	4/13/2007 	Slow Burn 	$15,500,000 	$1,237,615 	$1,237,615
2466 	4/22/2005 	Madison 	$15,500,000 	$517,262 	$517,262
2467 	2/26/2010 	The Yellow Handkerchief 	$15,500,000 	$318,623 	$318,623
2468 	9/27/2002 	Wasabi 	$15,300,000 	$81,525 	$7,000,000
2469 	3/31/2006 	Slither 	$15,250,000 	$7,802,450 	$12,930,343
2470 	11/16/1990 	Home Alone 	$15,000,000 	$285,761,243 	$476,684,675
2471 	12/5/1984 	Beverly Hills Cop 	$15,000,000 	$234,760,478 	$316,300,000
2472 	5/16/1986 	Top Gun 	$15,000,000 	$179,800,608 	$356,800,608
2473 	12/17/1982 	Tootsie 	$15,000,000 	$177,200,000 	$177,200,000
2474 	11/25/1987 	3 Men and a Baby 	$15,000,000 	$167,780,960 	$167,780,960
2475 	11/26/2010 	The King’s Speech 	$15,000,000 	$138,797,456 	$430,821,175
2476 	9/15/1999 	American Beauty 	$15,000,000 	$130,058,048 	$356,258,048
2477 	12/8/2000 	Crouching Tiger, Hidden Dragon 	$15,000,000 	$128,067,808 	$213,200,000
2478 	12/9/1988 	Twins 	$15,000,000 	$111,936,388 	$216,600,000
2479 	12/20/1996 	Scream 	$15,000,000 	$103,046,663 	$173,046,663
2480 	10/25/2013 	Jackass Presents: Bad Grandpa 	$15,000,000 	$102,003,019 	$160,903,019
2481 	12/18/1985 	The Color Purple 	$15,000,000 	$93,589,704 	$93,589,704
2482 	11/28/2014 	The Imitation Game 	$15,000,000 	$83,920,902 	$182,920,902
2483 	3/30/1988 	Beetle Juice 	$15,000,000 	$73,326,666 	$73,326,666
2484 	11/18/1959 	Ben-Hur 	$15,000,000 	$73,000,000 	$73,000,000
2485 	1/18/2013 	Mama 	$15,000,000 	$71,628,180 	$148,092,795
2486 	10/10/1980 	Private Benjamin 	$15,000,000 	$69,847,348 	$69,847,348
2487 	3/6/1987 	Lethal Weapon 	$15,000,000 	$65,192,350 	$120,192,350
2488 	3/19/2010 	Diary of a Wimpy Kid 	$15,000,000 	$64,003,625 	$76,954,311
2489 	8/31/2007 	Halloween 	$15,000,000 	$58,269,152 	$77,514,402
2490 	9/30/2006 	The Queen 	$15,000,000 	$56,441,712 	$128,885,874
2491 	10/12/2007 	Why Did I Get Married? 	$15,000,000 	$55,204,525 	$55,934,178
2492 	2/3/2012 	The Woman in Black 	$15,000,000 	$54,333,290 	$128,955,898
2493 	12/21/1994 	Little Women 	$15,000,000 	$50,003,304 	$50,003,304
2494 	1/1/1979 	The Deer Hunter 	$15,000,000 	$50,000,000 	$50,000,000
2495 	2/3/2006 	When a Stranger Calls 	$15,000,000 	$47,860,216 	$67,215,437
2496 	2/8/2002 	Big Fat Liar 	$15,000,000 	$47,811,276 	$52,461,018
2497 	8/15/1997 	Cop Land 	$15,000,000 	$44,906,632 	$63,706,632
2498 	12/25/1997 	Wag the Dog 	$15,000,000 	$43,057,470 	$64,252,038
2499 	2/22/2013 	Snitch 	$15,000,000 	$42,930,464 	$57,907,736
2500 	5/2/2003 	The Lizzie McGuire Movie 	$15,000,000 	$42,734,455 	$55,534,455
2501 	9/21/2012 	End of Watch 	$15,000,000 	$41,003,372 	$55,763,961
2502 	12/25/1998 	The Faculty 	$15,000,000 	$40,283,321 	$40,283,321
2503 	12/14/2001 	Not Another Teen Movie 	$15,000,000 	$37,882,552 	$62,401,344
2504 	12/16/1962 	Lawrence of Arabia 	$15,000,000 	$37,495,385 	$69,995,385
2505 	9/16/2011 	Drive 	$15,000,000 	$35,060,689 	$78,054,825
2506 	3/31/2000 	The Skulls 	$15,000,000 	$35,007,180 	$35,007,180
2507 	10/10/1966 	Hawaii 	$15,000,000 	$34,562,222 	$34,562,222
2508 	4/18/2003 	Malibu's Most Wanted 	$15,000,000 	$34,308,901 	$34,499,204
2509 	11/7/2014 	The Theory of Everything 	$15,000,000 	$34,145,178 	$104,145,178
2510 	9/4/2009 	All About Steve 	$15,000,000 	$33,862,904 	$40,127,260
2511 	4/28/2000 	Where the Heart Is 	$15,000,000 	$33,771,176 	$40,862,056
2512 	8/28/2009 	Halloween 2 	$15,000,000 	$33,392,973 	$38,512,850
2513 	3/13/2009 	The Last House on the Left 	$15,000,000 	$32,752,216 	$45,482,937
2514 	2/18/2005 	Because of Winn-Dixie 	$15,000,000 	$32,647,042 	$33,508,485
2515 	4/22/2009 	Earth 	$15,000,000 	$32,011,576 	$109,011,576
2516 	2/4/2005 	The Wedding Date 	$15,000,000 	$31,726,995 	$47,175,038
2517 	9/25/1987 	The Princess Bride 	$15,000,000 	$30,857,000 	$30,857,000
2518 	7/12/2002 	Halloween: Resurrection 	$15,000,000 	$30,259,652 	$37,659,652
2519 	12/25/2007 	The Great Debaters 	$15,000,000 	$30,226,144 	$30,261,293
2520 	8/22/2014 	When the Game Stands Tall 	$15,000,000 	$30,127,964 	$30,127,964
2521 	6/12/1981 	Clash of the Titans 	$15,000,000 	$30,000,000 	$44,400,000
2522 	2/20/2004 	Confessions of a Teenage Drama Queen 	$15,000,000 	$29,331,068 	$33,118,854
2523 	4/17/1998 	The Object of my Affection 	$15,000,000 	$29,145,924 	$29,145,924
2524 	5/11/2007 	28 Weeks Later 	$15,000,000 	$28,638,916 	$64,232,714
2525 	4/11/1997 	Grosse Pointe Blank 	$15,000,000 	$28,084,357 	$31,070,412
2526 	4/21/2000 	Love and Basketball 	$15,000,000 	$27,441,122 	$27,709,625
2527 	10/27/2000 	Book of Shadows: Blair Witch 2 	$15,000,000 	$26,421,314 	$47,721,314
2528 	10/10/1997 	Boogie Nights 	$15,000,000 	$26,410,771 	$43,111,725
2529 	7/23/2010 	Ramona and Beezus 	$15,000,000 	$26,167,002 	$27,469,621
2530 	8/27/2014 	The November Man 	$15,000,000 	$25,018,120 	$25,718,120
2531 	5/3/1996 	The Craft 	$15,000,000 	$24,769,466 	$55,669,466
2532 	12/28/2005 	Match Point 	$15,000,000 	$23,089,926 	$87,989,926
2533 	11/5/1993 	The Remains of the Day 	$15,000,000 	$22,954,968 	$63,954,968
2534 	1/15/1993 	Nowhere to Run 	$15,000,000 	$22,189,039 	$52,189,039
2535 	9/22/2000 	Urban Legends: Final Cut 	$15,000,000 	$21,468,808 	$38,574,363
2536 	3/29/2013 	The Place Beyond the Pines 	$15,000,000 	$21,403,520 	$47,011,450
2537 	10/20/2006 	Flicka 	$15,000,000 	$21,000,148 	$21,896,368
2538 	3/23/2007 	The Hills Have Eyes II 	$15,000,000 	$20,804,166 	$37,466,538
2539 	12/22/2010 	Country Strong 	$15,000,000 	$20,218,921 	$20,601,987
2540 	10/11/2002 	Tuck Everlasting 	$15,000,000 	$19,162,000 	$19,344,616
2541 	10/13/2006 	The Marine 	$15,000,000 	$18,844,784 	$22,165,608
2542 	7/24/1998 	Disturbing Behavior 	$15,000,000 	$17,507,368 	$17,507,368
2543 	3/6/1998 	The Big Lebowski 	$15,000,000 	$17,498,804 	$46,189,568
2544 	6/26/2009 	The Hurt Locker 	$15,000,000 	$17,017,811 	$49,894,223
2545 	1/28/2000 	Eye of the Beholder 	$15,000,000 	$16,500,786 	$18,260,865
2546 	11/2/2012 	The Man with the Iron Fists 	$15,000,000 	$15,634,090 	$22,018,988
2547 	5/11/1984 	Firestarter 	$15,000,000 	$15,136,870 	$15,136,870
2548 	11/30/2012 	Killing Them Softly 	$15,000,000 	$14,945,542 	$38,123,369
2549 	4/20/2001 	Freddy Got Fingered 	$15,000,000 	$14,249,006 	$14,249,006
2550 	8/19/2011 	One Day 	$15,000,000 	$13,843,772 	$59,168,693
2551 	10/2/2009 	Whip It 	$15,000,000 	$13,043,364 	$18,856,152
2552 	1/11/2008 	The Pirates Who Don't Do Anything: A VeggieTales Movie 	$15,000,000 	$12,981,269 	$13,248,444
2553 	1/23/2008 	U2 3D 	$15,000,000 	$12,898,848 	$26,170,403
2554 	9/1/2000 	Highlander: Endgame 	$15,000,000 	$12,801,190 	$12,801,190
2555 	8/25/2006 	Idlewild 	$15,000,000 	$12,669,914 	$12,669,914
2556 	4/25/2003 	Confidence 	$15,000,000 	$12,212,418 	$12,212,418
2557 	10/11/2002 	Knockaround Guys 	$15,000,000 	$11,660,180 	$12,419,700
2558 	8/27/1999 	The Muse 	$15,000,000 	$11,614,954 	$11,614,954
2559 	4/3/1998 	Barney's Great Adventure 	$15,000,000 	$11,156,471 	$11,156,471
2560 	3/1/1989 	New York Stories 	$15,000,000 	$10,763,469 	$10,763,469
2561 	11/25/1998 	Home Fries 	$15,000,000 	$10,513,979 	$10,513,979
2562 	3/24/2000 	Here on Earth 	$15,000,000 	$10,494,148 	$10,845,128
2563 	10/8/2004 	Raise Your Voice 	$15,000,000 	$10,411,980 	$14,811,980
2564 	12/18/1985 	Brazil 	$15,000,000 	$9,929,135 	$9,929,135
2565 	4/23/1993 	The Dark Half 	$15,000,000 	$9,579,068 	$9,579,068
2566 	3/2/2007 	Black Snake Moan 	$15,000,000 	$9,396,870 	$9,396,870
2567 	2/21/2003 	Dark Blue 	$15,000,000 	$9,237,470 	$12,262,065
2568 	5/10/2013 	Peeples 	$15,000,000 	$9,177,066 	$9,307,167
2569 	6/22/2007 	A Mighty Heart 	$15,000,000 	$9,176,788 	$18,935,658
2570 	9/30/1983 	Brainstorm 	$15,000,000 	$8,921,050 	$8,921,050
2571 	3/24/2000 	Whatever it Takes 	$15,000,000 	$8,735,530 	$8,735,530
2572 	3/21/2003 	Boat Trip 	$15,000,000 	$8,586,376 	$14,933,713
2573 	5/22/2002 	The Importance of Being Earnest 	$15,000,000 	$8,378,141 	$8,378,141
2574 	5/21/1999 	The Love Letter 	$15,000,000 	$8,322,608 	$8,322,608
2575 	5/5/2006 	Hoot 	$15,000,000 	$8,117,637 	$8,224,998
2576 	2/8/2008 	In Bruges 	$15,000,000 	$7,800,825 	$34,533,783
2577 	12/28/2012 	Promised Land 	$15,000,000 	$7,597,898 	$9,300,336
2578 	10/8/2001 	Mulholland Drive 	$15,000,000 	$7,219,578 	$11,919,578
2579 	8/20/2008 	The Rocker 	$15,000,000 	$6,409,528 	$8,767,338
2580 	8/21/2009 	Post Grad 	$15,000,000 	$6,380,019 	$6,561,243
2581 	6/19/2009 	Whatever Works 	$15,000,000 	$5,306,706 	$35,106,706
2582 	7/19/2000 	The In Crowd 	$15,000,000 	$5,217,498 	$5,217,498
2583 	12/14/2005 	Los tres entierros de Melquiades Estrada 	$15,000,000 	$5,027,684 	$13,454,474
2584 	9/24/1999 	Jakob the Liar 	$15,000,000 	$4,956,401 	$4,956,401
2585 	9/28/2007 	Se jie 	$15,000,000 	$4,604,982 	$65,696,051
2586 	10/21/2005 	Kiss Kiss, Bang Bang 	$15,000,000 	$4,235,837 	$16,829,464
2587 	4/30/1999 	Idle Hands 	$15,000,000 	$4,023,741 	$4,023,741
2588 	1/26/2007 	Blood and Chocolate 	$15,000,000 	$3,526,588 	$6,551,310
2589 	9/22/2010 	You Will Meet a Tall Dark Stranger 	$15,000,000 	$3,247,816 	$34,247,816
2590 	9/15/2010 	Never Let Me Go 	$15,000,000 	$2,434,652 	$11,173,718
2591 	12/25/2003 	The Company 	$15,000,000 	$2,281,585 	$3,396,508
2592 	7/18/2008 	Transsiberian 	$15,000,000 	$2,203,641 	$6,379,575
2593 	10/22/1999 	Crazy in Alabama 	$15,000,000 	$1,954,202 	$1,954,202
2594 	1/17/1986 	The Clan of the Cave Bear 	$15,000,000 	$1,953,732 	$1,953,732
2595 	6/2/2006 	Banlieue 13 	$15,000,000 	$1,200,216 	$11,599,903
2596 	11/12/1999 	Felicia's Journey 	$15,000,000 	$824,295 	$1,970,268
2597 	1/25/2002 	Metropolis (2002) 	$15,000,000 	$673,414 	$1,405,032
2598 	12/1/1995 	Things to Do in Denver when You're Dead 	$15,000,000 	$529,766 	$529,766
2599 	2/6/2004 	The Return 	$15,000,000 	$501,752 	$5,953,886
2600 	7/25/2003 	Buffalo Soldiers 	$15,000,000 	$353,743 	$353,743
2601 	4/25/2003 	Steal (Canadian Release) 	$15,000,000 	$220,944 	$220,944
2602 	8/27/2010 	Centurion 	$15,000,000 	$123,570 	$6,623,570
2603 	10/23/2009 	Ong-Bak 2 	$15,000,000 	$102,458 	$7,583,050
2604 	12/31/1996 	Silent Trigger 	$15,000,000 	$76,382 	$76,382
2605 	8/1/2008 	Midnight Meat Train 	$15,000,000 	$73,548 	$1,590,246
2606 	9/6/2013 	Winnie Mandela 	$15,000,000 	$64,000 	$64,000
2607 	11/4/2011 	The Son of No One 	$15,000,000 	$30,680 	$1,148,578
2608 	10/25/2002 	All the Queen's Men 	$15,000,000 	$22,723 	$22,723
2609 	10/5/2007 	The Good Night 	$15,000,000 	$22,441 	$22,441
2610 	12/6/2013 	Khumba 	$15,000,000 	$0 	$20,898,221
2611 	12/31/2008 	Bathory 	$15,000,000 	$0 	$3,436,763
2612 	12/31/2005 	Dungeons & Dragons 2: The Elemental Might 	$15,000,000 	$0 	$909,822
2613 	6/29/2001 	Pandaemonium 	$15,000,000 	$0 	$0
2614 	12/5/2014 	Dying of the Light 	$15,000,000 	$0 	$0
2615 	10/10/2014 	Automata 	$15,000,000 	$0 	$0
2616 	2/5/2010 	Shinjuku Incident 	$15,000,000 	$0 	$0
2617 	12/31/2015 	Bus 657 	$15,000,000 	$0 	$0
2618 	2/12/1993 	Groundhog Day 	$14,600,000 	$70,906,973 	$70,906,973
2619 	11/1/1996 	Romeo+Juliet 	$14,500,000 	$46,338,728 	$147,542,381
2620 	7/22/2011 	Elle s'appelait Sarah 	$14,500,000 	$7,691,700 	$25,480,031
2621 	8/7/1992 	Unforgiven 	$14,400,000 	$101,157,447 	$159,157,447
2622 	1/27/2006 	Manderlay 	$14,200,000 	$74,205 	$543,306
2623 	3/23/1990 	Pretty Woman 	$14,000,000 	$178,406,268 	$432,645,872
